CreatedById,CreatedDate,Description,DeveloperName,FolderName,Format,Id,IsDeleted,LastModifiedById,LastModifiedDate,LastReferencedDate,LastRunDate,LastViewedDate,Name,NamespacePrefix,OwnerId,ReportTypeApiName,SystemModstamp,isActive
0050b000004KQqZAAW,2022-01-28T22:48:46.000Z,Shows earned revenue (Milestones approved/cancelled) in the current quarter,Revenue_Earned_Division,Public Reports,Summary,00O6P0000016v57UAA,False,0050b000004KQqZAAW,2022-01-28T22:57:19.000Z,,2022-01-28T22:57:29.000Z,,Revenue Earned Division,,00D0b000000GaMpEAK,,2022-01-28T22:57:29.000Z,True
0050b000005JfILAA0,2022-03-11T16:36:43.000Z,,LATAM_FOD,Public Reports,Summary,00O6P000000ZN4sUAG,False,0050b000005JfILAA0,2022-03-11T16:43:15.000Z,,2022-03-31T19:20:43.000Z,,LATAM FOD,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-03-31T19:20:43.000Z,True
0050b000004KKGUAA4,2022-02-09T12:22:56.000Z,Shows all Overdue Milestones for WEST,WEST_Overdue_Milestones_Kathy,Public Reports,Summary,00O6P000000ZMdIUAW,False,0050b000004KKGUAA4,2022-02-09T12:23:52.000Z,,2022-05-17T18:21:45.000Z,,WEST-Overdue Milestones - Kathy,,00D0b000000GaMpEAK,,2022-05-17T18:21:45.000Z,True
0050b000004KKDPAA4,2022-02-18T05:58:14.000Z,,AMS_OPS_UPS_Open_Case_by_GDUN,Public Reports,Tabular,00O6P000000ZMnNUAW,False,0050b000004KKDPAA4,2022-02-18T06:10:40.000Z,,2022-05-25T19:44:52.000Z,,AMS OPS UPS Open Case by GDUN,,00D0b000000GaMpEAK,CaseAsset@Asset.Asset__c,2022-05-25T19:44:52.000Z,True
0052R000009iwzKQAQ,2022-03-14T10:32:04.000Z,,Copy_of_Copy_of_My_Custom_Orders_List_I,Public Reports,Tabular,00O6P0000016vSVUAY,False,0052R000009iwzKQAQ,2022-05-13T12:04:39.000Z,,2022-05-13T13:57:10.000Z,,Copy of Copy of My Custom Orders List I,,00D0b000000GaMpEAK,OrderItemList@Account.tz__DST_Setting__c,2022-05-13T13:57:10.000Z,True
0050b000004KSBaAAO,2022-02-21T03:15:02.000Z,,Blank_FCC_All_RDC_PMs1,Public Reports,Tabular,00O6P000001B7e2UAC,False,0050b000004KSBaAAO,2022-02-21T04:10:27.000Z,,2022-06-15T02:50:42.000Z,,Blank FCC - All RDC PMs,,00D0b000000GaMpEAK,Projects_with_PM_Region_SA_and_Assignment__c,2022-06-15T02:50:42.000Z,True
0050b000004KLbzAAG,2021-12-06T05:37:30.000Z,,SRD_Ivy,Public Reports,Tabular,00O6P0000012ir5UAA,False,0050b000004KLbzAAG,2021-12-06T05:37:30.000Z,,2022-05-12T13:34:28.000Z,,SRD - Ivy,,00D0b000000GaMpEAK,Orders_with_Products_and_Project_Lookup__c,2022-05-12T13:34:28.000Z,True
0052R000009j0SqQAI,2022-02-16T11:37:29.000Z,Show Current QTR Forecasted Revenue,RDC_Canada_Current_QTR_Forecasted_Rev,Public Reports,Summary,00O6P000000uKwoUAE,False,0052R000009j0SqQAI,2022-02-16T11:37:29.000Z,,2022-02-16T11:37:36.000Z,,RDC Canada -  Current QTR Forecasted Rev,,00D0b000000GaMpEAK,,2022-02-16T11:37:36.000Z,True
0052R000009j0SqQAI,2022-02-16T11:46:17.000Z,ProDeploy Plus Projects with Incorrect Target Milestone Dates,RDC_Canada_PDP_Milestone_Issues,Public Reports,Summary,00O6P000000uKwpUAE,False,0052R000009j0SqQAI,2022-05-04T11:12:45.000Z,,2022-06-19T23:30:03.000Z,,RDC Canada - PDP Milestone Issues,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-19T23:30:03.000Z,True
0050b000004KY1eAAG,2022-02-24T12:16:48.000Z,,NE_RDC_Amer_Closed_projects,Public Reports,Summary,00O6P000001B7hGUAS,False,0050b000004KY1eAAG,2022-04-21T20:04:55.000Z,,2022-06-19T17:30:01.000Z,,NE RDC Amer - Closed projects,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-19T17:30:01.000Z,True
0050b000005JfILAA0,2022-02-22T14:33:41.000Z,,Test_Report10,Public Reports,Summary,00O6P000000ZMpsUAG,False,0050b000005JfILAA0,2022-02-22T14:46:19.000Z,,2022-02-22T15:18:32.000Z,,Test Report,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-02-22T15:18:32.000Z,True
0050b000004KV55AAG,2022-02-24T13:38:07.000Z,,EMEA_Level_1_V4,Public Reports,Summary,00O6P000001B7hLUAS,False,0050b000004KV55AAG,2022-02-24T15:43:30.000Z,,2022-06-17T10:13:29.000Z,,EMEA Level 1 V4,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-17T10:13:29.000Z,True
0050b000004KQqZAAW,2022-02-07T12:06:57.000Z,Test Report for Auto Assignment,Test_Report_Auto_Assignment_1,Public Reports,Summary,00O6P0000016v8LUAQ,False,0050b000004KQqZAAW,2022-04-19T13:46:43.000Z,,2022-06-10T08:28:33.000Z,,Test Report - Auto Assignment_1,,00D0b000000GaMpEAK,,2022-06-10T08:28:33.000Z,True
0052R00000A00KxQAJ,2022-01-12T13:19:22.000Z,,EMC_Corp_Child_Projects,Public Reports,Tabular,00O6P0000012izYUAQ,False,0052R00000A00KxQAJ,2022-02-02T18:37:34.000Z,,2022-02-10T15:16:44.000Z,,EMC Corp - Child Projects,,00D0b000000GaMpEAK,Projects_with_Milestones__c,2022-02-10T15:16:44.000Z,True
0050b000004KOciAAG,2022-02-16T08:13:13.000Z,Captures employee and Epicenter Information for all Dell Employees in Lightning specifically for ISG,Wipro_Resource_Report,Public Reports,Tabular,00O6P000000ZMkYUAW,False,0050b000004KOciAAG,2022-02-16T08:13:13.000Z,,2022-06-14T08:38:34.000Z,,Wipro Resource Report,,00D0b000000GaMpEAK,Users_with_Contacts__c,2022-06-14T08:38:34.000Z,True
0050b000004KKGUAA4,2022-02-21T21:16:39.000Z,RDC WEST: Find Projects in Execute Phase where CSAT Project Survey Comment is Blank,WEST_CSAT_Survey_contact_Comment_All,Public Reports,Summary,00O6P000000ZMozUAG,False,0050b000004KKGUAA4,2022-02-21T21:17:36.000Z,,2022-03-03T12:37:28.000Z,,WEST-CSAT Survey contact/Comment-All,,00D0b000000GaMpEAK,,2022-03-03T12:37:28.000Z,True
0050b000004KJeYAAW,2022-03-02T02:03:32.000Z,,Copy_of_CO_Delivery_Milestone_NOTES_GC_P,Public Reports,Summary,00O6P0000012jNzUAI,False,0050b000004KJeYAAW,2022-06-15T01:45:30.000Z,,2022-06-15T01:47:13.000Z,,Copy of CO-Delivery Milestone/NOTES GC P,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-15T01:47:13.000Z,True
0052R000009iwzKQAQ,2022-03-14T10:23:20.000Z,,Copy_of_My_Custom_Orders_List_I,Public Reports,Tabular,00O6P0000016vSQUAY,False,0052R000009iwzKQAQ,2022-03-14T10:23:20.000Z,,2022-03-14T10:31:52.000Z,,Copy of My Custom Orders List I,,00D0b000000GaMpEAK,OrderItemList@Account.tz__DST_Setting__c,2022-03-14T10:31:52.000Z,True
0052R000008E9aDQAS,2021-12-03T07:54:43.000Z,,Japan_FF_v1_EIS_DPS,Public Reports,Tabular,00O6P000000VEmjUAG,False,0052R000008E9aDQAS,2022-03-30T04:36:51.000Z,,2022-06-13T10:03:07.000Z,,Japan FF v1 (EIS),,00D0b000000GaMpEAK,Full_Order_Product_View_Alternate__c,2022-06-13T10:03:07.000Z,True
0052R000009nHOoQAM,2021-12-07T15:12:23.000Z,Projects approaching FCC Due Date,WERCNE_WIP_FCC_Due_NORDICS_Public,Public Reports,Summary,00O6P000000ZM14UAG,False,0052R000009nHOoQAM,2021-12-07T15:12:23.000Z,,2022-05-17T08:11:26.000Z,,WERCNE - WIP - FCC Due - NORDICS-Public,,00D0b000000GaMpEAK,PSA_Projects__c,2022-05-17T08:11:26.000Z,True
0052R000009nHOoQAM,2021-12-07T15:20:28.000Z,Projects approaching FCC Due Date,WERCNE_WIP_FCC_Due_ITALY_Public,Public Reports,Summary,00O6P000000ZM15UAG,False,0052R000009nHOoQAM,2021-12-07T15:20:55.000Z,,2022-03-30T07:21:03.000Z,,WERCNE - WIP - FCC Due - ITALY-Public,,00D0b000000GaMpEAK,PSA_Projects__c,2022-03-30T07:21:03.000Z,True
0050b000004KWr3AAG,2022-01-07T20:07:46.000Z,Show Current QTR Forecasted Revenue that is still outstanding,Scott_Tonkin_Compliance_Current_QTR_Re1,Public Reports,Summary,00O6P000000ZMJhUAO,False,0050b000004KWr3AAG,2022-01-07T20:31:37.000Z,,2022-01-07T20:53:45.000Z,,Scott Tonkin Compliance - Current QTR Re,,00D0b000000GaMpEAK,,2022-01-07T20:53:45.000Z,True
0050b000004KWr3AAG,2022-01-07T20:09:34.000Z,greater than 180 days,Scott_Tonkin_Aged_Projects_v2,Public Reports,Summary,00O6P000000ZMJiUAO,False,0050b000004KWr3AAG,2022-01-07T21:19:58.000Z,,2022-01-07T22:01:07.000Z,,Scott Tonkin Aged Projects v2,,00D0b000000GaMpEAK,Projects_with_Contacts__c,2022-01-07T22:01:07.000Z,True
0050b000004KS9HAAW,2022-01-29T01:49:36.000Z,,GC_BD_order_with_Project_with_milestone,Public Reports,Tabular,00O6P0000016v5MUAQ,False,0050b000004KS9HAAW,2022-01-29T01:52:09.000Z,,2022-02-16T12:35:22.000Z,,GC  Project with milestone by Karen,,00D0b000000GaMpEAK,Order_Project_with_Order_Products__c,2022-02-16T12:35:22.000Z,True
0050b000004KWr3AAG,2021-12-09T23:04:59.000Z,,Salesforce_order_report,Public Reports,Tabular,00O6P000000ZM4cUAG,False,0050b000004KWr3AAG,2021-12-09T23:09:05.000Z,,2022-02-17T15:14:52.000Z,,Salesforce order report,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-02-17T15:14:52.000Z,True
0050b000004KV55AAG,2022-02-24T11:56:51.000Z,,EMEA_L1_WIP_V2,Public Reports,Summary,00O6P000001B7h6UAC,False,0050b000004KV55AAG,2022-02-24T11:56:51.000Z,,2022-02-24T12:07:15.000Z,,EMEA L1 WIP V2,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-02-24T12:07:15.000Z,True
0050b000004KS2DAAW,2022-02-02T14:33:59.000Z,Shows earned revenue (Milestones approved/cancelled) in FY2023Q1,Canada_Earned_Revenue_FY2023Q1,Public Reports,Summary,00O6P000001B7RhUAK,False,0050b000004KS2DAAW,2022-02-02T14:50:35.000Z,,2022-06-13T17:17:44.000Z,,Canada - Earned Revenue FY2023Q1,,00D0b000000GaMpEAK,,2022-06-13T17:17:44.000Z,True
0050b000005JfILAA0,2022-03-11T16:44:48.000Z,,LATAM_FOD_Filtering,Public Reports,Summary,00O6P000000ZN4xUAG,False,0050b000005JfILAA0,2022-03-11T20:58:56.000Z,,2022-03-14T13:40:18.000Z,,LATAM FOD Filtering,,00D0b000000GaMpEAK,Projects_with_MilestoneOrder_and_Order_Product__c,2022-03-14T13:40:18.000Z,True
0050b000004KKGUAA4,2022-02-07T20:38:00.000Z,Show Current QTR Forecasted Revenue - Keith Patch,Keith_Current_QTR_Forecasted_Rev,Public Reports,Summary,00O6P000000ZMaxUAG,False,0050b000004KKGUAA4,2022-02-07T20:40:37.000Z,,2022-06-15T14:53:38.000Z,,Keith -Current QTR Forecasted Rev,,00D0b000000GaMpEAK,,2022-06-15T14:53:38.000Z,True
0050b000004K7hVAAS,2021-12-22T03:33:45.000Z,Check DPS Status to close or cancel project,Basic_DPS_Status_for_Basic_Proje_Karen,Public Reports,Tabular,00O6P000000VEtBUAW,False,0050b000004K7hVAAS,2021-12-22T03:36:19.000Z,,2022-04-15T04:18:50.000Z,,Basic-DPS Status for Basic Proje-Karen,,00D0b000000GaMpEAK,Projects_WO_and_Assets__c,2022-04-15T04:18:50.000Z,True
0050b000004KTi3AAG,2022-01-05T01:51:21.000Z,,Korea_CSAT_Report,Public Reports,Tabular,00O6P000000NvcrUAC,False,0050b000004KTi3AAG,2022-01-05T02:23:15.000Z,,2022-03-04T04:52:39.000Z,,Korea CSAT Report,,00D0b000000GaMpEAK,,2022-03-04T04:52:39.000Z,True
0050b000005JfILAA0,2022-01-24T20:38:47.000Z,,OrderW_Wo_child_project_report_641925557,Public Reports,Summary,00O6P000000ZMRWUA4,False,0050b000005JfILAA0,2022-01-24T21:17:05.000Z,,2022-01-24T21:17:10.000Z,,OrderW/Wo child project report-641925557,,00D0b000000GaMpEAK,OrderItemList@Account.tz__DST_Setting__c,2022-01-24T21:17:10.000Z,True
0052R000009j0S8QAI,2022-02-09T13:36:29.000Z,,Project_with_Milestones,Public Reports,Summary,00O6P000000VFGiUAO,False,0052R000009j0S8QAI,2022-02-09T14:26:09.000Z,,2022-02-21T18:16:55.000Z,,Completed Projects with Milestones,,00D0b000000GaMpEAK,,2022-02-21T18:16:55.000Z,True
